"chr","cm.pos","mb.pos"
"4:29393","4",0,0.029393
"4:29550","4",1e-07,0.02955
"4:721717","4",24.4382884300452,0.721717
"4:830152","4",24.4382885300452,0.830152
"4:1127232","4",24.4382886300452,1.127232
"4:1252804","4",24.4382887300452,1.252804
"4:2378871","4",27.3312896721588,2.378871
"4:3570279","4",27.3312897721588,3.570279
"4:3666180","4",27.3312898721588,3.66618
"4:3817958","4",30.8587020331025,3.817958
"4:3818108","4",30.8587022112909,3.818108
"4:3818146","4",30.8587023112909,3.818146
"4:3818171","4",30.8587024112909,3.818171
"4:4476281","4",31.4353744390635,4.476281
"4:4568665","4",31.4353745390635,4.568665
"4:5545309","4",31.4353746390635,5.545309
"4:5545338","4",31.4353747390635,5.545338
"4:6033367","4",33.4460910683562,6.033367
"4:6760608","4",33.4460911683562,6.760608
"4:6760642","4",33.4460912683562,6.760642
"4:7833125","4",35.8696229361167,7.833125
"4:9292504","4",41.3156418542456,9.292504
"4:9299782","4",41.3156419542456,9.299782
"4:9690264","4",43.1506568696888,9.690264
"4:9814304","4",46.1488314414931,9.814304
"4:9814386","4",46.1488315414931,9.814386
"4:9814430","4",46.1488316414931,9.81443
"4:10375155","4",46.1488317414931,10.375155
"4:10375229","4",46.1488318414931,10.375229
"4:11408679","4",49.4975644521479,11.408679
"4:11408881","4",49.4975645521479,11.408881
"4:11611600","4",49.4975646521479,11.6116
"4:11938944","4",50.8170248411542,11.938944
"4:11954157","4",50.8170249411542,11.954157
"4:11982110","4",50.8170250411542,11.98211
"4:12177570","4",50.8170251411542,12.17757
"4:12214441","4",50.8170252411542,12.214441
"4:12214458","4",50.8170253411542,12.214458
"4:12416724","4",51.3935237317323,12.416724
"4:12416839","4",51.3935238317323,12.416839
"4:12448251","4",51.3935239317323,12.448251
"4:12921019","4",52.6486892993991,12.921019
"4:13702038","4",56.6683407078346,13.702038
"4:13707172","4",56.6683408078346,13.707172
"4:14068302","4",56.6683409078346,14.068302
"4:14068449","4",56.6683410078346,14.068449
"4:14068470","4",56.6683411078346,14.06847
"4:14360376","4",56.6683412078346,14.360376
"4:14793485","4",57.8224627987591,14.793485
"4:15242421","4",57.8224628987591,15.242421
"4:15761348","4",57.8224629987591,15.761348
"4:15983934","4",57.8224630987591,15.983934
"4:16461192","4",57.8224631987591,16.461192
"4:17306404","4",57.8224632987591,17.306404
"4:17403473","4",58.9796311561452,17.403473
"4:17734320","4",58.9796312561452,17.73432
"4:20079700","4",59.9402444757416,20.0797
"4:20149442","4",61.8881643738429,20.149442
"4:20216406","4",61.8881644738429,20.216406
"4:20235798","4",61.8881645738429,20.235798
"4:20391779","4",61.8881646738429,20.391779
"4:20423810","4",62.4646031928093,20.42381
"4:20427870","4",62.4646032928093,20.42787
"4:20689111","4",62.4646033928093,20.689111
"4:20707516","4",62.4646034928093,20.707516
"4:21191241","4",62.4646035928093,21.191241
"4:21387995","4",63.0418335546314,21.387995
"4:22028593","4",64.1999364402685,22.028593
"4:23248831","4",64.1999365402685,23.248831
"4:23248974","4",64.1999366402685,23.248974
"4:23259345","4",64.1999367402685,23.259345
"4:23259497","4",64.1999368402685,23.259497
"4:23400148","4",64.1999369402685,23.400148
"4:24746757","4",65.6546655426767,24.746757
"4:25074597","4",67.106062939105,25.074597
"4:25074643","4",67.106063039105,25.074643
"4:25074672","4",67.106063139105,25.074672
"4:25097972","4",67.106063239105,25.097972
"4:25169223","4",68.2613980917361,25.169223
"4:25213888","4",68.2613981917361,25.213888
"4:25238830","4",68.2613982917361,25.23883
"4:25538385","4",69.4176328034306,25.538385
"4:25538585","4",69.4176329034306,25.538585
"4:25564838","4",69.4176330034306,25.564838
"4:25591508","4",69.4176331034306,25.591508
"4:25591528","4",69.4176332034306,25.591528
"4:26142502","4",69.9945833473295,26.142502
"4:26414081","4",70.571651997891,26.414081
"4:26414151","4",70.571652097891,26.414151
"4:26511362","4",71.148920659683,26.511362
"4:26988667","4",72.3073236075653,26.988667
"4:27256684","4",72.3073237075653,27.256684
"4:27942845","4",73.4646209595266,27.942845
"4:27942850","4",73.4646210595266,27.94285
"4:27963342","4",73.4646211595266,27.963342
