"pos","rate"
"1",0.002185,5.27527216815425
"2",0.252185,12.9810478726509
"3",0.41165,10.7049595177412
"4",0.502185,9.73578602590546
"5",0.745824,9.73578601512065
"6",0.752185,9.73578601483908
"7",0.869314,9.73578600965431
"8",1.002185,7.47555021014461
"9",1.252185,1.80573352708893
"10",1.369425,2.47556454031192
"11",1.408339,2.69789315535904
"12",1.408347,2.69793886201784
"13",1.436129,2.8566666613507
"14",1.502185,3.23406654302701
"15",1.752185,4.66239963039347
"16",2.002185,5.71333254942146
"17",2.252185,5.71333254942146
"18",2.502185,5.71333254942146
"19",2.752185,5.71333254942146
"20",3.002185,5.71333254942146
"21",3.252185,5.71333254942146
"22",3.502185,4.29178710940983
"23",3.752185,2.86345431222686
"24",3.753373,2.85666687426594
"25",3.903368,2.57625238510469
"26",3.903417,2.575972431833
"27",4.002185,2.01167804943208
"28",4.072903,1.60764262396388
"29",4.146568,1.18676999549496
"30",4.146609,1.18653574886811
"31",4.252185,0.583344971385781
"32",4.25385,0.576557532310613
"33",4.329863,0.576557495857155
"34",4.32996,0.576557495810636
"35",4.33496,0.576557493412793
"36",4.502185,0.576557320822084
"37",4.545821,0.576557303241179
"38",4.752185,2.12529973115926
"39",5.002185,3.80050317934811
"40",5.080237,4.50352073905894
"41",5.252185,6.02284804310355
"42",5.502185,6.35927387182824
"43",5.605562,6.27028532745683
"44",5.619421,6.16410684703937
"45",5.652692,5.90920647746225
"46",5.652704,5.90911454140879
"47",5.752185,5.14695699682338
"48",6.002185,3.23162254957867
"49",6.252185,1.53198310950923
"50",6.502185,2.24511882873479
"51",6.686882,2.77197494047001
"52",6.752185,2.95825454796036
"53",7.002185,3.67139026718593
"54",7.252185,4.19824637892114
"55",7.502185,4.17209974890246
"56",7.752185,4.04982477088725
"57",7.995957,3.95523575019658
"58",8.002185,3.95281914607116
"59",8.008817,3.95024578085604
"60",8.252185,3.85581352125507
"61",8.502185,3.13360467733193
"62",8.752185,2.20631807142288
"63",8.831237,1.90511225670521
"64",8.831382,1.90455977424892
"65",8.928383,1.53496425189112
"66",8.940788,1.48769842520017
"67",9.002185,1.25376211231471
"68",9.252185,0.301206153206536
"69",9.502185,4.32241036482049e-08
"70",9.752185,4.32241036482049e-08
"71",10.002185,4.32241036482049e-08
"72",10.252185,4.32241036482049e-08
"73",10.502185,4.32241036482049e-08
"74",10.752185,4.32241036482049e-08
"75",11.002185,0.576359159991083
"76",11.252185,0.576359180701648
"77",11.254312,0.576359180877854
"78",11.254443,0.576359180888706
"79",11.277101,0.576359182765746
"80",11.277276,0.576359182780244
"81",11.502185,0.576359201412214
"82",11.752185,0.86422857367798
"83",12.002185,0.787167292005813
"84",12.070509,0.923623387485768
"85",12.070656,0.923916974600626
"86",12.108048,0.99859595010245
"87",12.252185,1.28646510639006
"88",12.502185,1.78576292077431
"89",12.752185,1.99719138360336
"90",13.002185,2.21665977747079
"91",13.252185,2.45806110714374
"92",13.274617,2.47972156565263
"93",13.274709,2.47981040134195
"94",13.502185,2.69946243681668
"95",13.752185,2.94086376648962
"96",14.002185,2.25108276922371
"97",14.252185,1.51038365328805
"98",14.261968,1.48139861548326
"99",14.328695,1.2837000958471
"100",14.492276,0.799043008806972
"101",14.502185,0.769684662691092
"102",14.752185,0.605456589911462
"103",14.911471,0.811771092997922
"104",14.92953,0.856713177275425
"105",15.002185,1.03752425207953
"106",15.084185,1.2415915571773
"107",15.08428,1.24182797661613
"108",15.252185,1.65968067006055
"109",15.2795,1.72765748028915
"110",15.316921,1.73254764250014
"111",15.502185,1.73254755790671
"112",15.752185,1.15607648383043
"113",15.781465,1.1560764679509
"114",15.948523,0.828568245321632
"115",16.002185,0.695023607877872
"116",16.252185,0.0728671589766094
"117",16.502185,0.023067082689205
"118",16.752185,0.560155832341257
"119",16.819061,0.575441408572238
"120",16.991448,0.886633306606695
"121",17.002185,0.933137967276195
"122",17.252185,1.73240571514984
"123",17.2593,1.73240571770346
"124",17.4196,1.73240572878363
"125",17.502185,1.70933883859037
"126",17.68672,1.31289220523554
"127",17.752185,1.1722501598924
"128",17.897789,1.15696457615531
"129",18.002185,0.885141455763021
"130",18.102519,0.551284833611489
"131",18.252185,0.336823760375702
"132",18.397928,0.483120562063505
"133",18.41645,0.501712942632725
"134",18.416526,0.501789231420289
"135",18.416637,0.501900653202126
"136",18.502185,0.587773721603789
"137",18.752185,2.41044608868083
"138",19.002185,5.04566576750676
"139",19.093113,5.94408643910712
"140",19.252185,7.51580882465192
"141",19.502185,9.98595188179708
"142",19.752185,10.8843725533974
"143",20.002185,9.23188546678962
"144",20.252185,6.51079238031092
"145",20.350363,5.44218647213369
"146",20.390397,5.00768802716649
"147",20.502185,3.79867350111002
"148",20.752185,1.09486243450076
"149",20.872365,0.0345642885219117
"150",21.002185,0.043538454499327
"151",21.252185,0.0608204743687677
"152",21.502185,0.0691282869604051
"153",21.752185,0.0691282869604051
"154",22.002185,0.0691282869604051
"155",22.252185,0.0691282869604051
"156",22.502185,0.115328238675333
"157",22.752185,0.330403802504088
"158",22.948483,0.499279414617915
"159",23.002185,0.536669237053541
"160",23.252185,0.682264562147285
"161",23.470876,0.790361362704319
"162",23.471043,0.790314949904844
"163",23.502185,0.781659935526101
"164",23.752185,0.71217969679109
"165",24.002185,0.556013285529621
"166",24.252185,0.393135921062888
"167",24.355608,0.325754858401917
"168",24.502185,0.230258556596156
"169",24.752185,0.0769356620496124
"170",25.002185,1.29468452132328e-07
"171",25.127997,1.29468452132328e-07
