"pos","rate"
"1",0.01136,1.07046810929317e-06
"2",0.029726,1.06850217398772e-06
"3",0.135241,1.84857107330318
"4",0.172081,1.74549992366384
"5",0.26136,1.53771818151726
"6",0.295987,1.46985595160857
"7",0.476646,1.19476397217128
"8",0.51136,1.15328895388209
"9",0.57517,1.15328884434284
"10",0.601337,1.15328883329319
"11",0.607204,1.15328883034452
"12",0.607249,1.15328883031165
"13",0.649442,1.15328877440315
"14",0.693297,1.15328870535762
"15",0.723116,1.15328868777122
"16",0.76136,1.15328866521601
"17",0.84008,1.1532886299683
"18",0.86983,1.15328861996526
"19",0.915365,1.15328860465471
"20",1.01136,1.1532885563588
"21",1.105675,0.301791812759281
"22",1.26136,1.1869330442458
"23",1.51136,1.21758939341679
"24",1.565885,1.21758940079265
"25",1.718706,2.03888735882907
"26",1.76136,2.33178182809741
"27",1.808316,2.65421706744108
"28",1.856859,2.98754984330485
"29",1.947754,3.61170332912438
"30",2.01136,4.0484700007679
"31",2.099101,4.39903597214005
"32",2.26136,4.57822563897051
"33",2.51136,4.74581867890204
"34",2.76136,4.43562504776859
"35",2.781301,4.36282529524815
"36",2.831413,4.17987854241209
"37",2.850759,4.10880396748874
"38",2.850917,4.10771902092586
"39",2.992293,3.13692509231404
"40",3.01136,3.0059967204692
"41",3.26136,1.51705864098424
"42",3.35062,1.83137205823297
"43",3.390461,2.03278346582486
"44",3.51136,2.58265482330446
"45",3.716309,2.17002034498257
"46",3.76136,2.02513656986391
"47",4.01136,1.73807684324098
"48",4.060116,1.73807683467509
"49",4.060272,1.73807683464768
"50",4.202237,1.73807680970597
"51",4.202333,1.73807680968911
"52",4.26136,1.51032672853304
"53",4.314115,1.24362997592263
"54",4.314133,1.24353897902097
"55",4.51136,0.246480872166761
"56",4.76136,2.99288420329308
"57",5.01136,4.08365120289158
"58",5.076314,4.36704995810381
"59",5.212725,4.96222050337054
"60",5.257782,5.15880728345487
"61",5.26136,5.17441834276068
"62",5.51136,6.26518548262977
"63",5.76136,4.3630686906788
"64",6.01136,4.3630686906788
"65",6.26136,4.3630686906788
"66",6.51136,4.3630686906788
"67",6.76136,5.49540631280348
"68",7.01136,4.40463916892146
"69",7.071182,4.14363168059622
"70",7.085637,4.08056352433696
"71",7.217731,3.50422834392116
"72",7.217809,3.50388802457227
"73",7.223402,3.47948538202934
"74",7.223451,3.47927159166914
"75",7.26136,3.31387202503944
"76",7.51136,2.22310488115742
"77",7.76136,2.60638226138065e-07
"78",8.01136,3.41643678601363e-07
"79",8.091878,3.90648872545844e-07
"80",8.092089,3.90883173192035e-07
"81",8.26136,4.54474227528669e-07
"82",8.352492,4.57002554845689e-07
"83",8.51136,4.61410120840074e-07
"84",8.564892,4.62895289803059e-07
"85",8.646486,3.50557603947623e-07
"86",8.76136,3.2285851181161e-07
"87",9.01136,1.36759232782657
"88",9.26136,2.9134081893234
"89",9.346304,2.91340819780256
"90",9.51136,2.91340821427856
"91",9.697926,2.9134082648778
"92",9.724253,2.91340828115708
"93",9.76136,2.91340830410216
"94",10.01136,3.08874192072741
"95",10.136259,2.84452246207818
"96",10.26136,3.12549824620707
"97",10.267623,3.16514484666291
"98",10.51136,4.70807051412307
"99",10.76136,4.71230548584404
"100",11.01136,3.47724708990417
"101",11.012029,3.47455169232811
"102",11.202278,2.70803944502213
"103",11.26136,2.44080412222231
"104",11.377508,2.5964708000272
"105",11.37758,2.59656729760617
"106",11.51136,2.77586516030495
"107",11.724162,5.40318907807299
"108",11.724247,5.40478343689583
"109",11.754006,5.96297783935314
"110",11.76136,6.10091801327265
"111",12.01136,8.80351911317097
"112",12.13377,8.52181768149078
"113",12.133924,8.52146328217309
"114",12.26136,8.25738979266959
"115",12.421857,7.02629220880681
"116",12.51136,6.33975646640371
"117",12.76136,4.44156996094627
"118",13.01136,2.88546544416345
"119",13.040493,3.0787106590182
"120",13.063496,3.16811302074904
"121",13.06354,3.1681130207488
"122",13.074516,3.16811302068914
"123",13.125718,3.16811302041086
