"chr","cm.pos","mb.pos"
"3:213141","3",0,0.213141
"3:248790","3",1e-07,0.24879
"3:384017","3",2e-07,0.384017
"3:384144","3",3e-07,0.384144
"3:2773320","3",4e-07,2.77332
"3:4939159","3",2.32722982084564,4.939159
"3:5161467","3",2.32722992084564,5.161467
"3:5679604","3",2.32723002084564,5.679604
"3:5819245","3",2.32723012084564,5.819245
"3:5973239","3",2.32723022084564,5.973239
"3:5973281","3",2.32723032084564,5.973281
"3:5973406","3",2.32723042084564,5.973406
"3:6038149","3",2.32723052084564,6.038149
"3:6204381","3",2.32723062084564,6.204381
"3:6761218","3",6.44514255906283,6.761218
"3:7040812","3",6.44514265906283,7.040812
"3:7040849","3",6.44514275906283,7.040849
"3:7282993","3",7.68619623402971,7.282993
"3:7293485","3",7.68619633402971,7.293485
"3:7624148","3",8.34635685181137,7.624148
"3:7647526","3",8.34635695181137,7.647526
"3:7711366","3",8.34635705181137,7.711366
"3:8049271","3",8.34635715181137,8.049271
"3:9763768","3",11.8737583349392,9.763768
"3:9763803","3",11.8737584349392,9.763803
"3:9763896","3",11.8737585349392,9.763896
"3:11679738","3",13.3236414451549,11.679738
"3:12163767","3",15.7665193922391,12.163767
"3:12185739","3",15.7665194922391,12.185739
"3:13175105","3",16.7213472307324,13.175105
"3:13180763","3",16.7213473307324,13.180763
"3:13180833","3",16.7213474307324,13.180833
"3:13447728","3",16.7213475307324,13.447728
"3:13814765","3",16.7213476307324,13.814765
"3:13889611","3",16.7213477307324,13.889611
"3:14572114","3",19.3125947920541,14.572114
"3:14572132","3",19.3125948920541,14.572132
"3:14602671","3",19.3125949920541,14.602671
"3:14610096","3",19.3125950920541,14.610096
"3:15739099","3",22.5695912310282,15.739099
"3:15739199","3",22.5695913310282,15.739199
"3:15739269","3",23.1466953582164,15.739269
"3:15771264","3",23.1466954582164,15.771264
"3:15985558","3",23.1466955582164,15.985558
"3:16878584","3",23.1466956582164,16.878584
"3:17650122","3",23.7219260895131,17.650122
"3:17837265","3",23.7219261895131,17.837265
"3:17838195","3",23.7219262895131,17.838195
"3:17838218","3",23.7219263895131,17.838218
"3:18774358","3",24.8793369423364,18.774358
"3:18774389","3",24.8793370423364,18.774389
"3:18852669","3",24.8793371423364,18.852669
"3:18917403","3",24.8793372423364,18.917403
"3:19053046","3",24.8793373423364,19.053046
"3:20172822","3",24.8793374423364,20.172822
"3:20589677","3",24.8793375423364,20.589677
"3:20668247","3",24.8793376423364,20.668247
"3:21189892","3",24.8793377423364,21.189892
"3:21189939","3",24.8793378423364,21.189939
"3:21492677","3",24.8793379423364,21.492677
"3:21509431","3",24.8793380423364,21.509431
"3:21540374","3",24.8793381423364,21.540374
"3:21867006","3",24.8793382423364,21.867006
"3:21867046","3",24.8793383423364,21.867046
"3:22517818","3",25.4562914456744,22.517818
"3:23194007","3",25.4562915456744,23.194007
"3:23222837","3",25.4562916456744,23.222837
"3:23782931","3",25.8682949922506,23.782931
"3:23782976","3",25.8682950922506,23.782976
"3:23798567","3",26.0374187333346,23.798567
"3:23904039","3",26.0374188333346,23.904039
"3:24815325","3",26.0374189333346,24.815325
"3:25281213","3",26.6136678637405,25.281213
"3:26103364","3",26.6136679637405,26.103364
"3:26937121","3",27.474296184542,26.937121
"3:28388003","3",30.1117543496149,28.388003
"3:28388113","3",30.1117544496149,28.388113
"3:28960126","3",30.1117545496149,28.960126
"3:29228284","3",35.230581643783,29.228284
"3:29228383","3",36.0358422600667,29.228383
"3:30065682","3",36.0358423600667,30.065682
"3:30065714","3",36.0358424600667,30.065714
"3:30625447","3",37.5864706773744,30.625447
"3:30917696","3",38.3567004462897,30.917696
"3:31002895","3",38.3567005462897,31.002895
"3:31056958","3",38.3567006462897,31.056958
"3:31244063","3",39.5870227236222,31.244063
"3:31244108","3",39.5870228236222,31.244108
"3:31748251","3",42.2074260093561,31.748251
"3:31900010","3",42.2074261093561,31.90001
"3:31912743","3",42.784873944171,31.912743
"3:31963720","3",42.784874044171,31.96372
"3:32013757","3",43.3888637791959,32.013757
"3:34074462","3",49.584287126413,34.074462
"3:34971762","3",58.0482573786481,34.971762
"3:34991076","3",58.0482574786481,34.991076
"3:35092180","3",58.1587984453701,35.09218
"3:35095366","3",58.1587985453701,35.095366
"3:35302203","3",58.1587986453701,35.302203
"3:35314708","3",58.1587987453701,35.314708
"3:35318052","3",58.1587988453701,35.318052
"3:35566883","3",58.1587989453701,35.566883
"3:35570754","3",58.1587990453701,35.570754
"3:35747026","3",58.1587991453701,35.747026
"3:36281617","3",58.735088391283,36.281617
"3:36326780","3",58.735088491283,36.32678
"3:36342373","3",58.735088591283,36.342373
"3:36416154","3",58.735088691283,36.416154
"3:36914181","3",58.735088791283,36.914181
"3:36992621","3",58.735088891283,36.992621
