"chr","cm.pos","mb.pos"
"16:464791","16",0,0.464791
"16:895283","16",1e-07,0.895283
"16:3193828","16",1.58132738024182,3.193828
"16:4224327","16",2.28044765164122,4.224327
"16:4757580","16",4.64088637132137,4.75758
"16:4864125","16",4.64088647132137,4.864125
"16:5127923","16",4.64088657132137,5.127923
"16:5326633","16",4.64088667132137,5.326633
"16:5326656","16",4.64088677132137,5.326656
"16:6168670","16",4.64088687132137,6.16867
"16:7935815","16",6.96589357929888,7.935815
"16:8053442","16",6.96589367929888,8.053442
"16:8411728","16",6.96589377929888,8.411728
"16:8667190","16",6.96589387929888,8.66719
"16:9467664","16",12.9307792078992,9.467664
"16:12585323","16",12.9307793078992,12.585323
"16:12597566","16",12.9307794078992,12.597566
"16:12608190","16",12.9307795078992,12.60819
"16:12608195","16",12.9307796078992,12.608195
"16:12723106","16",12.9307797078992,12.723106
"16:13388421","16",14.0876611392093,13.388421
"16:13877785","16",14.0876612392093,13.877785
"16:14718455","16",14.6654404054092,14.718455
"16:15608292","16",14.6654405054092,15.608292
"16:16220091","16",16.4071186930791,16.220091
"16:16220293","16",16.4071187930791,16.220293
"16:16229727","16",16.4071188930791,16.229727
"16:16677409","16",18.147045051594,16.677409
"16:16922359","16",18.147045151594,16.922359
"16:17934275","16",20.4767749213322,17.934275
"16:18383512","16",20.4767750213322,18.383512
"16:18945324","16",20.4767751213322,18.945324
"16:18945446","16",21.5176661314393,18.945446
"16:20240699","16",21.7787611564026,20.240699
"16:20637581","16",24.5547859683127,20.637581
"16:21281434","16",24.5547860683127,21.281434
"16:21281635","16",24.5547861683127,21.281635
"16:21483892","16",25.1327791421825,21.483892
"16:21487719","16",25.1327792421825,21.487719
"16:21578712","16",26.1354005747393,21.578712
"16:21624107","16",26.1354006747393,21.624107
"16:22004986","16",33.5099425815717,22.004986
"16:22133896","16",33.5099426815718,22.133896
"16:22280243","16",33.5099427815718,22.280243
"16:24034317","16",36.4300872905812,24.034317
"16:24048230","16",36.4300876814991,24.04823
"16:24048245","16",36.4300877814991,24.048245
"16:24520860","16",39.9810613141988,24.52086
"16:25494144","16",47.6328116881958,25.494144
"16:25914508","16",50.5636201946811,25.914508
"16:26096680","16",50.5636202946811,26.09668
"16:26470793","16",50.5636203946811,26.470793
"16:26958093","16",51.9072927202777,26.958093
"16:27214821","16",53.4011099158365,27.214821
"16:27214930","16",53.4011100158365,27.21493
"16:27583328","16",53.4011101158365,27.583328
"16:27961109","16",53.4011102158365,27.961109
"16:29070033","16",58.2093976045189,29.070033
"16:29591530","16",61.9344155495463,29.59153
"16:29591604","16",61.9344156495463,29.591604
"16:29766756","16",63.0540521501436,29.766756
"16:30563362","16",63.0540522501436,30.563362
"16:31361522","16",66.8436329417005,31.361522
"16:31423244","16",66.8436330417005,31.423244
"16:31510780","16",66.8436331417005,31.51078
"16:31529941","16",66.8436332417005,31.529941
"16:31592722","16",66.8436333417005,31.592722
"16:31632351","16",66.8436334417005,31.632351
"16:31737745","16",66.8436335417005,31.737745
"16:32175306","16",67.4405431596824,32.175306
"16:32175314","16",67.9381212938202,32.175314
