"chr","cm.pos","mb.pos"
"17:59030","17",0,0.05903
"17:266292","17",1e-07,0.266292
"17:316561","17",2e-07,0.316561
"17:475309","17",3e-07,0.475309
"17:763729","17",4e-07,0.763729
"17:793248","17",0.575268262061011,0.793248
"17:816529","17",0.575268362061011,0.816529
"17:1165321","17",0.575268462061011,1.165321
"17:1290326","17",0.575268562061011,1.290326
"17:1290349","17",0.575268662061011,1.290349
"17:1330858","17",0.575268762061011,1.330858
"17:1619610","17",4.09045649447414,1.61961
"17:1713510","17",4.09045659447414,1.71351
"17:2158237","17",4.09045669447414,2.158237
"17:2158387","17",4.09045679447414,2.158387
"17:2180329","17",4.09045689447414,2.180329
"17:2233900","17",4.09045699447414,2.2339
"17:2244894","17",4.09045709447414,2.244894
"17:2585778","17",4.09045719447414,2.585778
"17:2591644","17",4.09045729447414,2.591644
"17:2767674","17",4.09045739447414,2.767674
"17:2807543","17",4.09045749447414,2.807543
"17:3231445","17",5.0199906379854,3.231445
"17:3441326","17",7.13542188317004,3.441326
"17:3521490","17",7.13542198317004,3.52149
"17:3609354","17",7.13542208317004,3.609354
"17:3631602","17",7.13542218317004,3.631602
"17:3692609","17",7.83689636374772,3.692609
"17:3692765","17",7.83689646374772,3.692765
"17:5066532","17",22.8723688765938,5.066532
"17:5066720","17",22.8723689765938,5.06672
"17:5110196","17",23.2667001906716,5.110196
"17:5151800","17",23.2667002906716,5.1518
"17:5276024","17",23.2667003906716,5.276024
"17:5282693","17",23.2667006271247,5.282693
"17:5282812","17",23.2667007271247,5.282812
"17:5300653","17",23.8360023576031,5.300653
"17:5322237","17",23.8360024576031,5.322237
"17:5322406","17",23.8360025576031,5.322406
"17:5913411","17",24.6899931953088,5.913411
"17:7387955","17",27.3658986865885,7.387955
"17:7776512","17",27.3658987865885,7.776512
"17:8742170","17",31.0825321961612,8.74217
"17:9500098","17",32.2661594317927,9.500098
"17:9923852","17",32.8863105684573,9.923852
"17:9923890","17",32.8863106684573,9.92389
"17:10183739","17",32.8863107684573,10.183739
"17:10213245","17",32.8863108684574,10.213245
"17:10830436","17",32.8863109684574,10.830436
"17:11339726","17",36.4057465421177,11.339726
"17:11339762","17",36.4057466421177,11.339762
"17:11339825","17",36.4057467421177,11.339825
"17:11492438","17",36.4057468421177,11.492438
"17:11787586","17",36.9822643041342,11.787586
"17:11909487","17",36.9822644041342,11.909487
"17:12700067","17",36.9822645041342,12.700067
"17:12726487","17",36.9822646041343,12.726487
"17:12738612","17",36.9822647041343,12.738612
"17:12835141","17",36.9822648041343,12.835141
"17:13079645","17",36.9822649041342,13.079645
"17:13086037","17",36.9822650041342,13.086037
"17:13701229","17",37.9442468056109,13.701229
"17:15865092","17",39.8930014571275,15.865092
"17:15865218","17",39.8930015571275,15.865218
"17:15924248","17",39.8930016571275,15.924248
"17:16054904","17",42.2201144050247,16.054904
"17:16464992","17",42.2201145050247,16.464992
"17:16842125","17",42.2201146050247,16.842125
"17:17132659","17",43.3729099399808,17.132659
"17:17281119","17",43.3729100399808,17.281119
"17:17382481","17",43.3729101399808,17.382481
"17:17566908","17",46.2937893190058,17.566908
"17:17951785","17",46.2937894190058,17.951785
"17:17951944","17",46.2937895190058,17.951944
"17:17971536","17",46.2937896190058,17.971536
"17:18353337","17",46.2937897190058,18.353337
"17:18664914","17",46.2937898190058,18.664914
"17:18860565","17",46.2937899190058,18.860565
"17:18860570","17",46.2937900190058,18.86057
"17:18860746","17",46.2937901190058,18.860746
"17:19292055","17",46.2937902190058,19.292055
"17:19711266","17",46.2937903190058,19.711266
"17:19949036","17",46.2937904190058,19.949036
"17:19977235","17",46.2937905190058,19.977235
"17:20402271","17",47.4054491407533,20.402271
"17:20402387","17",47.5025872825572,20.402387
"17:20402438","17",47.5025873825572,20.402438
"17:21700785","17",52.2933936272757,21.700785
"17:22416572","17",52.2933937272757,22.416572
"17:22771072","17",54.0353059915358,22.771072
"17:23308516","17",54.0353060915358,23.308516
"17:23511910","17",54.6119353034369,23.51191
"17:23628812","17",54.6119354034369,23.628812
"17:24967356","17",56.3552127981443,24.967356
"17:25890597","17",57.5137767659142,25.890597
"17:25890608","17",57.5137768659142,25.890608
"17:25890673","17",57.5137769659142,25.890673
"17:25890707","17",57.5137770659142,25.890707
"17:26149965","17",57.5137771659142,26.149965
"17:26917996","17",60.1505041563252,26.917996
"17:27501513","17",61.0117632212242,27.501513
"17:27534493","17",61.0117633212242,27.534493
"17:27790656","17",61.0117634212242,27.790656
"17:27890898","17",61.0117635212242,27.890898
"17:27891076","17",61.0117636212242,27.891076
"17:27891085","17",61.0117637212242,27.891085
"17:28198516","17",61.5882406824665,28.198516
"17:28208502","17",61.5882407824665,28.208502
"17:28219905","17",61.5882408824665,28.219905
"17:28220073","17",61.5882409824665,28.220073
"17:28223923","17",61.5882410824665,28.223923
"17:28245659","17",61.5882411824665,28.245659
"17:28747081","17",61.5882412824665,28.747081
"17:29905573","17",61.5882413824665,29.905573
"17:30464478","17",61.5882414824665,30.464478
"17:31597853","17",62.827985103012,31.597853
"17:31609395","17",62.827985203012,31.609395
"17:31609516","17",62.827985303012,31.609516
"17:31641339","17",62.827985403012,31.641339
"17:31972050","17",62.827985503012,31.97205
"17:32060969","17",62.827985603012,32.060969
"17:32093555","17",63.4869490541102,32.093555
"17:32475681","17",63.4869491541102,32.475681
"17:32526033","17",63.4869492541102,32.526033
"17:33221678","17",63.9919114485093,33.221678
