"chr","cm.pos","mb.pos"
"20:200204","20",0,0.200204
"20:252529","20",0.561014699874098,0.252529
"20:280469","20",0.561014799874098,0.280469
"20:369666","20",0.561014899874098,0.369666
"20:378577","20",0.561014999874098,0.378577
"20:379720","20",0.561015099874098,0.37972
"20:418844","20",0.561015199874098,0.418844
"20:440501","20",0.561015299874098,0.440501
"20:631478","20",0.561015399874098,0.631478
"20:631514","20",0.561015499874098,0.631514
"20:719231","20",0.561015599874098,0.719231
"20:1271513","20",0.561015699874098,1.271513
"20:1271597","20",0.561015799874098,1.271597
"20:1495291","20",0.561015899874098,1.495291
"20:1541493","20",0.561015999874098,1.541493
"20:1597336","20",0.561016099874098,1.597336
"20:1603176","20",0.561016199874098,1.603176
"20:1954001","20",1.42761702438344,1.954001
"20:2046673","20",2.29421784885254,2.046673
"20:2046876","20",2.29421794885254,2.046876
"20:2388406","20",2.29421804885254,2.388406
"20:2544669","20",2.29421814885254,2.544669
"20:2551517","20",2.29421824885254,2.551517
"20:2558076","20",2.29421834885254,2.558076
"20:4703198","20",9.5185926522436,4.703198
"20:4703314","20",9.51859275224361,4.703314
"20:4772758","20",9.54544704371172,4.772758
"20:4810376","20",9.54544714371172,4.810376
"20:4961431","20",9.54544724371172,4.961431
"20:4980180","20",9.54544734371172,4.98018
"20:5381375","20",9.54544744371172,5.381375
"20:5706597","20",9.54544754371172,5.706597
"20:5706717","20",9.54544764371172,5.706717
"20:6207916","20",9.54544774371172,6.207916
"20:6462425","20",9.54544784371172,6.462425
"20:7595025","20",13.7833887873997,7.595025
"20:7957143","20",15.0717720909068,7.957143
"20:8542909","20",15.0717721909068,8.542909
"20:8925632","20",17.1761028011134,8.925632
"20:8971544","20",17.1761029011134,8.971544
"20:8980645","20",17.1761030011134,8.980645
"20:9407613","20",17.7527056295206,9.407613
"20:9497415","20",17.7527057295206,9.497415
"20:9639464","20",17.7527058295206,9.639464
"20:9657758","20",18.3280552229826,9.657758
"20:9661848","20",18.3280553229826,9.661848
"20:10452993","20",19.4856250435011,10.452993
"20:10805629","20",19.4856251435011,10.805629
"20:10981942","20",19.4856252435011,10.981942
"20:12035790","20",21.224852130036,12.03579
"20:12204138","20",21.224852230036,12.204138
"20:12681726","20",21.224852330036,12.681726
"20:12681793","20",21.224852430036,12.681793
"20:12703931","20",21.8011311827737,12.703931
"20:12704082","20",21.8011312827737,12.704082
"20:12741862","20",21.8011313827737,12.741862
"20:14041303","20",21.8011314827737,14.041303
"20:14240692","20",21.8011315827737,14.240692
"20:14693559","20",25.913172688149,14.693559
"20:14891772","20",25.913172788149,14.891772
"20:15123225","20",25.913172888149,15.123225
"20:15132936","20",25.913172988149,15.132936
"20:15132985","20",25.913173088149,15.132985
"20:15281062","20",25.913173188149,15.281062
"20:16487581","20",25.913173288149,16.487581
"20:16693140","20",25.913173388149,16.69314
"20:17307091","20",28.8297777382452,17.307091
"20:17342298","20",28.8297778382452,17.342298
"20:18527223","20",30.3767373434485,18.527223
"20:18527332","20",30.3767374434485,18.527332
"20:18883985","20",31.145583875494,18.883985
"20:19049796","20",31.145583975494,19.049796
"20:19423786","20",31.145584075494,19.423786
"20:19445424","20",31.8412315310757,19.445424
"20:19445436","20",31.8412316310757,19.445436
"20:19824377","20",31.8412317310757,19.824377
"20:20902708","20",33.7063237068371,20.902708
"20:21163572","20",33.7063238068371,21.163572
"20:21260263","20",33.7063239068371,21.260263
"20:21352077","20",33.7063240068371,21.352077
"20:21863426","20",34.2829296370991,21.863426
"20:21863529","20",34.2829297370991,21.863529
"20:22609984","20",34.8494518118449,22.609984
"20:22657446","20",34.8494519118449,22.657446
"20:23374418","20",36.008339956038,23.374418
"20:23408598","20",36.5762470028526,23.408598
"20:23414501","20",36.5762471028526,23.414501
"20:24181033","20",36.5762472028526,24.181033
"20:24181065","20",36.5762473028526,24.181065
"20:24288330","20",36.5762474028526,24.28833
"20:24491086","20",36.5762475028526,24.491086
"20:24526712","20",36.5762476028526,24.526712
"20:24557415","20",36.5762477028526,24.557415
"20:24646620","20",37.1527283534366,24.64662
"20:24726806","20",37.1527284534366,24.726806
"20:25260105","20",37.1527285534365,25.260105
"20:25572738","20",37.1527286534365,25.572738
"20:27806907","20",41.091755410845,27.806907
"20:27946365","20",41.8561560818948,27.946365
"20:28256786","20",41.8561561818948,28.256786
"20:28318284","20",41.8561562818948,28.318284
"20:28969832","20",47.8427410999125,28.969832
"20:28976336","20",47.8427411999125,28.976336
"20:29227251","20",47.8427412999125,29.227251
"20:29801498","20",47.8427413999125,29.801498
"20:30146951","20",49.0001743546711,30.146951
"20:30146970","20",49.0001744546711,30.14697
"20:30147081","20",49.0001745546711,30.147081
"20:30238262","20",49.0001746546711,30.238262
"20:30265316","20",49.0001747546711,30.265316
"20:30296341","20",49.0001748546711,30.296341
"20:30296436","20",49.0001749546711,30.296436
"20:31059677","20",51.332777597574,31.059677
"20:31069183","20",51.332777697574,31.069183
"20:31072770","20",51.332777797574,31.07277
"20:31124559","20",51.332777897574,31.124559
"20:31124752","20",51.332777997574,31.124752
"20:32779174","20",56.0775436789222,32.779174
"20:32840849","20",56.0775437789222,32.840849
"20:32972478","20",56.0775438789222,32.972478
"20:34209392","20",56.8455432357951,34.209392
"20:34247741","20",56.8455433357951,34.247741
"20:35670851","20",58.3964163278289,35.670851
"20:35684640","20",58.3964164278289,35.68464
"20:35684688","20",58.3964165278289,35.684688
"20:36134428","20",59.5569997139382,36.134428
"20:36193821","20",60.7175838717691,36.193821
"20:36305685","20",60.7175839717691,36.305685
"20:36398167","20",60.7175840717691,36.398167
"20:36545275","20",60.7175841717691,36.545275
"20:38277145","20",61.875835819023,38.277145
"20:38277328","20",61.875835919023,38.277328
