"chr","cm.pos","mb.pos"
"24:556223","24",0,0.556223
"24:809918","24",1e-07,0.809918
"24:3492039","24",2.93848540353365,3.492039
"24:3952955","24",5.86676436851604,3.952955
"24:3952990","24",5.86676446851604,3.95299
"24:4034857","24",7.02619441224525,4.034857
"24:4218891","24",7.02619451224525,4.218891
"24:4323135","24",7.02619461224525,4.323135
"24:4576369","24",7.02619471224525,4.576369
"24:5009887","24",10.3581182252758,5.009887
"24:5463161","24",12.5441791023645,5.463161
"24:5463272","24",15.3119826593373,5.463272
"24:6676987","24",15.3119827593373,6.676987
"24:6848026","24",15.3119828593373,6.848026
"24:7256151","24",15.3119829593373,7.256151
"24:7264667","24",15.3119830593373,7.264667
"24:7289600","24",15.8900867191137,7.2896
"24:7289686","24",15.8900868191137,7.289686
"24:7544701","24",21.4246230418705,7.544701
"24:7544729","24",21.4246231418705,7.544729
"24:7721076","24",22.8471135076593,7.721076
"24:8015124","24",24.0399843392565,8.015124
"24:8050490","24",24.0399844392565,8.05049
"24:10032469","24",36.7515890774705,10.032469
"24:10675596","24",41.3112740658125,10.675596
"24:11049869","24",41.3112741658125,11.049869
"24:11209051","24",42.2228377746391,11.209051
"24:11209087","24",42.2228378746391,11.209087
"24:11725776","24",42.2228379746391,11.725776
"24:11959701","24",42.860856571883,11.959701
"24:12110106","24",42.860856671883,12.110106
"24:12282175","24",43.4381291597679,12.282175
"24:12520003","24",43.4381292597679,12.520003
"24:12520115","24",43.4381293597679,12.520115
"24:12886603","24",48.1886098925593,12.886603
"24:12905523","24",48.1886099925593,12.905523
"24:12936631","24",48.1886100925593,12.936631
"24:13424799","24",48.1886101925593,13.424799
"24:14794564","24",51.3148592727668,14.794564
"24:15898161","24",51.3148593727668,15.898161
"24:15898241","24",51.3148594727668,15.898241
"24:15898365","24",51.3148595727668,15.898365
"24:17604678","24",52.0851849623205,17.604678
"24:18604752","24",52.6612837280343,18.604752
"24:19405059","24",54.9943769837753,19.405059
"24:19480432","24",54.9943770837753,19.480432
"24:19642768","24",54.9943771837753,19.642768
"24:19946294","24",54.9943772837753,19.946294
"24:20004888","24",54.9943773837753,20.004888
"24:20059062","24",54.9943774837753,20.059062
"24:21026225","24",55.5710549757631,21.026225
"24:21625261","24",56.7288454382392,21.625261
"24:21722329","24",56.7288455382392,21.722329
"24:21765074","24",56.7288456382392,21.765074
"24:21886275","24",56.7288457382392,21.886275
"24:22584073","24",56.7288458382392,22.584073
"24:22589399","24",56.7288459382392,22.589399
"24:22741769","24",56.7288460382392,22.741769
"24:23237126","24",58.4696609846584,23.237126
"24:23237180","24",58.4696610846584,23.23718
"24:23895493","24",58.4696611846584,23.895493
"24:24111851","24",59.9234030721919,24.111851
"24:24331394","24",61.3765048628731,24.331394
"24:24451084","24",61.3765049628731,24.451084
"24:24531583","24",61.3765050628731,24.531583
"24:24531688","24",61.3765051628731,24.531688
"24:25233155","24",61.3765052628731,25.233155
"24:26084477","24",61.3765053628731,26.084477
"24:26213314","24",61.3765054628731,26.213314
"24:26955148","24",61.3765055628731,26.955148
"24:27012505","24",61.3765056628731,27.012505
"24:27146566","24",61.3765057628731,27.146566
"24:27301576","24",61.3765058628731,27.301576
"24:27376331","24",61.3765059628731,27.376331
"24:27376432","24",61.3765060628731,27.376432
"24:27797671","24",61.3765061628731,27.797671
"24:29139173","24",63.1153670488493,29.139173
"24:29225377","24",63.1153671488493,29.225377
"24:29225534","24",63.1153672488493,29.225534
"24:29250505","24",63.1153673488493,29.250505
"24:29334001","24",63.1153674488493,29.334001
"24:29341419","24",63.1153675488493,29.341419
"24:29341443","24",63.1153676488493,29.341443
"24:29814502","24",63.1153677488493,29.814502
"24:30014529","24",63.1153678488493,30.014529
"24:30244894","24",63.6918059240619,30.244894
"24:30244973","24",63.6918060240619,30.244973
"24:30244997","24",63.6918061240619,30.244997
"24:30266366","24",63.6918062240619,30.266366
"24:30294879","24",63.6918063240619,30.294879
"24:30295052","24",64.2682425310171,30.295052
"24:31080447","24",64.2682438953149,31.080447
"24:31123120","24",64.2682439953148,31.12312
"24:31194256","24",64.8441428141756,31.194256
"24:31436039","24",64.8441429141756,31.436039
"24:32200749","24",65.4212383775467,32.200749
"24:32986813","24",65.4212384775467,32.986813
"24:33011088","24",65.4212385775467,33.011088
"24:33089883","24",65.4212386775467,33.089883
"24:33089936","24",65.4212387775467,33.089936
"24:33093910","24",65.4212388775467,33.09391
"24:33113138","24",65.4212389775467,33.113138
"24:33113208","24",65.4212390775467,33.113208
"24:33143754","24",65.4212391775467,33.143754
"24:33152932","24",65.4212392775467,33.152932
"24:33153003","24",65.4212393775467,33.153003
"24:33153042","24",65.4212394775467,33.153042
"24:33590465","24",65.9976396936145,33.590465
"24:33590621","24",65.9976397936145,33.590621
"24:33934471","24",66.5743188752227,33.934471
"24:35126254","24",66.5743189752227,35.126254
"24:38851023","24",68.9012085518836,38.851023
"24:39016676","24",68.9012086518836,39.016676
"24:39362329","24",68.9012087518836,39.362329
"24:39580798","24",68.9012088518836,39.580798
"24:39580913","24",68.9012089518836,39.580913
"24:39787415","24",68.9012090518836,39.787415
"24:40919487","24",72.535228931511,40.919487
"24:40919510","24",72.535229031511,40.91951
"24:41914693","24",74.3879828656839,41.914693
"24:42429534","24",74.9600825388457,42.429534
"24:42587831","24",74.9600826388457,42.587831
"24:42625664","24",74.9600827388457,42.625664
"24:42625759","24",74.9600828388457,42.625759
"24:42713947","24",74.9600829388457,42.713947
"24:42832846","24",75.5078097081258,42.832846
