"pos","rate"
"1",2.285571,2.00725942286136
"2",2.310161,2.01327129415972
"3",2.315573,2.01451954374303
"4",2.3156,2.01452570724844
"5",2.535571,1.9722972754655
"6",2.785571,1.93197358954818
"7",2.856648,1.97303535867389
"8",2.856771,1.97299544382576
"9",3.035571,1.91497288411015
"10",3.285571,1.83384514401562
"11",3.535571,1.41940769780663
"12",3.785571,0.966657339412219
"13",3.81934,0.905501638687136
"14",4.035571,0.513906866521844
"15",4.216362,1.09553898964009
"16",4.216521,1.09617255179499
"17",4.263184,1.2584106989349
"18",4.285571,1.21786780123637
"19",4.340333,1.15671208182036
"20",4.535571,1.15671222401243
"21",4.559513,1.15671222685717
"22",4.759095,1.15671212589298
"23",4.763339,1.15671212368946
"24",4.785571,1.17899488596018
"25",4.943668,1.55580931251584
"26",4.943678,1.55583314690059
"27",5.035571,1.77485445866677
"28",5.213443,1.30667398760241
"29",5.276222,1.19171985838637
"30",5.285571,1.21400262376844
"31",5.535571,1.80986213479819
"32",5.785571,2.38343893106106
"33",6.035571,2.52205269923278
"34",6.285571,3.69755232813874
"35",6.506513,3.21633100063508
"36",6.535571,3.17962046366338
"37",6.783186,2.86679509329223
"38",6.785571,2.86378199429445
"39",6.809271,2.83384050739828
"40",6.965998,2.63583884424313
"41",7.035571,2.40932975675379
"42",7.285571,0.917991658478898
"43",7.535571,1.12008505358532
"44",7.785571,1.12008505358532
"45",8.035571,1.53103106821285
"46",8.285571,1.98641126048114
"47",8.309965,2.03084543812191
"48",8.535571,2.44179145274943
"49",8.785571,2.23384853666145
"50",9.035571,1.54288141605141
"51",9.060074,1.47080325740672
"52",9.095617,1.36624977445734
"53",9.285571,0.807480105829509
"54",9.333548,0.666350707895844
"55",9.43218,0.376214264859337
"56",9.535571,0.0720787207966849
"57",9.709743,4.45026650945839e-07
"58",9.785571,4.27803054380105e-07
"59",9.801442,4.23823107400799e-07
"60",10.035571,3.12769594433674e-07
"61",10.24051,2.5120853859503e-07
"62",10.285571,2.09707221491016e-07
"63",10.535571,0.784415835534274
"64",10.785571,1.73996047520924
"65",10.830406,1.73996053422638
"66",11.035571,1.7399607306369
"67",11.285495,2.4089203614095
"68",11.285559,2.40896683407635
"69",11.285571,2.40897554770139
"70",11.352861,2.37198408911537
"71",11.353027,2.3714699530717
"72",11.535571,1.80609374852265
"73",11.539628,1.79352838750364
"74",11.658567,1.42514991221626
"75",11.785571,1.03208295181309
"76",12.035571,1.15358568294063
"77",12.285571,0.484570892145793
"78",12.452899,0.363068238372874
"79",12.453019,0.36298110215436
"80",12.487941,0.337623010296092
"81",12.535571,0.30303719289705
"82",12.785571,0.121503390980415
"83",12.852107,0.0731892579906809
"84",12.85214,0.0731652955284248
"85",13.035571,0.13799516789708
"86",13.082117,0.189039354347247
"87",13.285571,0.412155065902105
"88",13.352941,0.486035575097219
"89",13.409604,0.548174455220965
"90",13.409737,0.548320308265394
"91",13.535571,0.686314834525767
"92",13.785571,0.960474705817322
"93",14.035571,1.09663986662014
"94",14.285571,1.09663986662014
"95",14.535571,1.09663986662014
"96",14.785571,1.10387802012358
"97",15.035571,1.21970330181458
"98",15.269948,1.32829043000215
"99",15.285571,1.33552858350559
"100",15.535571,1.45135386519659
"101",15.785571,1.55994099338416
"102",16.035571,1.55994099338416
"103",16.285571,1.23473089284166
"104",16.535571,0.844745877220708
"105",16.577095,0.779970903162295
"106",16.700425,0.587583416292782
"107",16.785571,0.454760705216873
"108",16.847243,0.3585560421972
"109",16.847283,0.358493644569087
"110",17.035571,0.064775507346172
"111",17.054833,0.0347279264032423
"112",17.285571,3.91621760747742e-07
"113",17.398902,2.39287617108258e-07
"114",17.535571,1.90975792552644e-07
"115",17.785571,2.6085794779421e-07
"116",18.035571,2.75497628673238e-07
"117",18.178225,0.19754670700526
"118",18.178378,0.19780746399536
"119",18.285571,0.380495856415292
"120",18.535571,0.806569369657595
"121",18.562314,0.85214730551615
"122",18.785571,1.73194307349134
