"chr","cm.pos","mb.pos"
"2:62004","2",0,0.062004
"2:201650","2",1e-07,0.20165
"2:205360","2",2e-07,0.20536
"2:398843","2",3e-07,0.398843
"2:658930","2",4e-07,0.65893
"2:677411","2",5e-07,0.677411
"2:758938","2",6e-07,0.758938
"2:807233","2",7e-07,0.807233
"2:995413","2",0.576438516374085,0.995413
"2:1014264","2",0.576438616374085,1.014264
"2:1083118","2",0.576438716374085,1.083118
"2:1162946","2",0.576438816374085,1.162946
"2:1352895","2",0.576438916374085,1.352895
"2:1354922","2",0.576439016374085,1.354922
"2:1762021","2",1.15291595936706,1.762021
"2:1762056","2",1.15291605936706,1.762056
"2:1762140","2",1.15291615936706,1.76214
"2:1834206","2",1.15291625936706,1.834206
"2:1889460","2",1.15291635936706,1.88946
"2:2136916","2",2.30946699623146,2.136916
"2:2137055","2",2.30946709623146,2.137055
"2:2230596","2",2.30946719623146,2.230596
"2:2239867","2",2.30946729623146,2.239867
"2:2469285","2",2.30946739623146,2.469285
"2:2656044","2",5.23559252556086,2.656044
"2:2656177","2",5.23559262556086,2.656177
"2:2656206","2",5.23559272556086,2.656206
"2:2953992","2",5.23559282556086,2.953992
"2:4962595","2",19.1085189231998,4.962595
"2:4962748","2",19.1085190231998,4.962748
"2:4962791","2",19.1085191231998,4.962791
"2:5113085","2",19.1085192231998,5.113085
"2:5113125","2",19.1085193231998,5.113125
"2:5451568","2",21.4331913825187,5.451568
"2:5452519","2",21.4331914825187,5.452519
"2:5471931","2",21.4331915825187,5.471931
"2:5497694","2",21.4331916825187,5.497694
"2:5508689","2",21.4331917825187,5.508689
"2:5733523","2",22.5886619883562,5.733523
"2:5733563","2",22.5886620883562,5.733563
"2:5779652","2",22.5886621883562,5.779652
"2:6011560","2",23.161448003735,6.01156
"2:6462387","2",23.161448103735,6.462387
"2:6478002","2",23.161448203735,6.478002
"2:6886365","2",23.4903064860756,6.886365
"2:6898597","2",23.4903065860756,6.898597
"2:7464425","2",28.4864959022038,7.464425
"2:8005145","2",28.4864960022038,8.005145
"2:9125194","2",28.4864961022038,9.125194
"2:9210646","2",28.4864962022038,9.210646
"2:9393499","2",28.4864963022038,9.393499
"2:9393567","2",28.4864964022038,9.393567
"2:9930453","2",29.0622391352935,9.930453
"2:11238110","2",29.0622392352935,11.23811
"2:11396858","2",29.6392441079568,11.396858
"2:11513269","2",29.6392442079568,11.513269
"2:11580483","2",29.6392443079568,11.580483
"2:12385690","2",31.96421857333,12.38569
"2:12470560","2",31.96421867333,12.47056
"2:13134393","2",32.7346456197087,13.134393
"2:13253298","2",34.2819520539812,13.253298
"2:13478126","2",34.2819521539812,13.478126
"2:13709296","2",34.2819522539812,13.709296
"2:13709337","2",34.2819523539812,13.709337
"2:14004800","2",34.8994023800782,14.0048
"2:14165515","2",35.5169124822495,14.165515
"2:14424179","2",35.5169125822495,14.424179
"2:14449564","2",35.5169126822495,14.449564
"2:14457031","2",35.5169127822495,14.457031
"2:14734666","2",35.5169128822495,14.734666
"2:14734703","2",35.5169129822495,14.734703
"2:14745267","2",35.5169130822495,14.745267
"2:14805506","2",35.5169131822495,14.805506
"2:14818598","2",35.5169132822495,14.818598
"2:14818655","2",35.5169133822495,14.818655
"2:14818738","2",35.5169134822495,14.818738
"2:14987389","2",35.5169135822495,14.987389
"2:14987397","2",35.5169136822495,14.987397
"2:14987526","2",35.5169137822495,14.987526
"2:15189844","2",36.0935116666474,15.189844
"2:16481479","2",36.6696476810872,16.481479
"2:16481492","2",36.6696477810872,16.481492
"2:16581440","2",37.2466631378381,16.58144
"2:16581607","2",37.2466632378381,16.581607
"2:16767087","2",37.8224434856507,16.767087
"2:17129298","2",38.9760135868587,17.129298
"2:17129311","2",38.9760136868587,17.129311
"2:17167545","2",38.9760137868587,17.167545
"2:17284951","2",38.9760138868587,17.284951
"2:17285091","2",38.9760139868587,17.285091
"2:18168844","2",40.3652934027628,18.168844
"2:18539660","2",42.4621317482233,18.53966
"2:18545863","2",42.4621318482233,18.545863
"2:18937531","2",43.911794108468,18.937531
"2:19403557","2",45.3590304709909,19.403557
"2:19403560","2",45.3590305709908,19.40356
"2:19403649","2",45.9360254860441,19.403649
"2:19548284","2",45.9360255860441,19.548284
"2:19569212","2",45.9360256860441,19.569212
"2:19569227","2",45.9360257860441,19.569227
"2:20143251","2",45.9360258860441,20.143251
"2:21618175","2",47.0906732335109,21.618175
"2:21664780","2",47.0906733335109,21.66478
"2:21702894","2",47.0906734335109,21.702894
"2:21995111","2",47.6666076005446,21.995111
"2:21995286","2",47.6666077005446,21.995286
"2:22005686","2",47.6666078005446,22.005686
"2:22120941","2",47.6666079005446,22.120941
"2:22156128","2",47.6666080005446,22.156128
"2:22156190","2",47.6666081005446,22.15619
"2:22530608","2",48.8231179689558,22.530608
"2:22956804","2",49.9804876087643,22.956804
"2:22956852","2",49.9804877087643,22.956852
"2:23409076","2",50.5580418001581,23.409076
"2:23684373","2",51.1342945716532,23.684373
"2:24509877","2",52.2898567773882,24.509877
"2:24509900","2",52.2898568773882,24.5099
"2:24522240","2",52.2898569773882,24.52224
"2:24557483","2",52.2898570773882,24.557483
"2:24588802","2",52.2898571773882,24.588802
"2:25173425","2",52.2898586684946,25.173425
"2:25408107","2",52.8658689860935,25.408107
"2:25408120","2",52.8658690860935,25.40812
"2:25408265","2",52.8658691860935,25.408265
"2:26884383","2",53.441999664864,26.884383
"2:26884487","2",53.441999764864,26.884487
"2:27274517","2",55.1777023619669,27.274517
"2:27274546","2",55.1777024619669,27.274546
"2:27293468","2",55.1777025619669,27.293468
"2:27293507","2",55.1777026619669,27.293507
"2:27314973","2",55.1777027619669,27.314973
"2:27757494","2",55.8358674558904,27.757494
"2:27956698","2",55.8358675558904,27.956698
"2:27956730","2",55.8358676558904,27.95673
"2:28570451","2",57.0741371120137,28.570451
"2:28820702","2",57.6496862694222,28.820702
"2:28940434","2",57.6496863694222,28.940434
"2:29055517","2",57.6496864694222,29.055517
"2:29059819","2",57.6496865694222,29.059819
"2:29131305","2",57.6496866694222,29.131305
"2:29293247","2",57.6496867694222,29.293247
"2:29431069","2",57.6496868694222,29.431069
"2:29431106","2",57.6496869976117,29.431106
"2:29569657","2",58.225855626396,29.569657
"2:29569699","2",58.225855726396,29.569699
"2:29569717","2",58.225855826396,29.569717
"2:31786037","2",60.5442879351269,31.786037
"2:31789216","2",60.5442880351269,31.789216
"2:33640721","2",60.5442881351269,33.640721
"2:35901600","2",63.4502826639063,35.9016
"2:35912911","2",63.4502827639063,35.912911
"2:36080762","2",63.4502828639063,36.080762
"2:36101573","2",63.4502829639063,36.101573
"2:36474416","2",63.4502830639063,36.474416
"2:36709123","2",63.4502831639063,36.709123
"2:36709280","2",63.4502832639063,36.70928
"2:37728362","2",63.4502833639063,37.728362
