"pos","rate"
"1",1.438448,4.43316450365182e-08
"2",1.688448,4.43316450365182e-08
"3",1.938448,4.43316450365182e-08
"4",2.188448,4.43316450365182e-08
"5",2.438448,4.43316450365182e-08
"6",2.688448,4.43316450365182e-08
"7",2.938448,4.43316450365182e-08
"8",3.188448,4.43316450365182e-08
"9",3.438448,0.499763366564023
"10",3.688448,1.08115380808871
"11",3.694173,1.09446764919962
"12",3.723548,1.15620899142444
"13",3.938448,1.156209094479
"14",4.188448,1.15620911480131
"15",4.220722,1.15620902822222
"16",4.314238,0.945303829761428
"17",4.438448,0.656445812891238
"18",4.688448,0.0750554015122841
"19",4.938448,1.66863572197069e-07
"20",5.110284,5.90005412295473e-07
"21",5.188448,6.04702191006989e-07
"22",5.438448,0.663082859268578
"23",5.508218,1.14479598499208
"24",5.5083,1.14536213772692
"25",5.508392,1.14599733347819
"26",5.52347,1.2501003936711
"27",5.523578,1.25084605824868
"28",5.688448,2.18301654400926
"29",5.842409,2.27952253721996
"30",5.938448,2.48803377626157
"31",6.158591,2.90108923480056
"32",6.188448,2.90108923602843
"33",6.297905,2.90108924052987
"34",6.297959,2.90108924053209
"35",6.438448,2.5437038914834
"36",6.628699,1.50125309934378
"37",6.688448,1.29486970943533
"38",6.910571,1.05037653637321
"39",6.938448,0.989852505745644
"40",6.96317,0.936178326846387
"41",7.042876,0.763127841313492
"42",7.188448,1.04048624620643
"43",7.341177,1.71349005405177
"44",7.438448,1.91464175090507
"45",7.58322,2.43848199776418
"46",7.688448,3.01628651441997
"47",7.866318,3.99296657268802
"48",7.938448,4.38903073046902
"49",8.188448,5.29808536843369
"50",8.438448,5.49097722974463
"51",8.688448,4.40359917828478
"52",8.938448,3.23831058104518
"53",8.990418,3.01923530821678
"54",8.990814,3.01756600269359
"55",9.188448,2.1844560840835
"56",9.275809,1.81619295324722
"57",9.438448,1.13060158712182
"58",9.688448,1.16412514161999
"59",9.938448,1.27555924189792
"60",10.188448,1.27555924189792
"61",10.438448,1.17409621619651
"62",10.688448,1.22308481322543
"63",10.858904,1.32907881554722
"64",10.938448,1.37854135673488
"65",10.994561,1.41343388883866
"66",11.188448,1.53399790024432
"67",11.438448,1.79091746945516
"68",11.688448,1.89738541593568
"69",11.938448,1.89738541593568
"70",12.188448,1.89738541593568
"71",12.438448,1.89738541593568
"72",12.688448,1.89738541593568
"73",12.938448,2.79368371374894
"74",13.188448,3.27506324478209
"75",13.296878,3.06932977963595
"76",13.438448,2.80071696728694
"77",13.554596,2.58033957856738
"78",13.688448,2.32637077164466
"79",13.698606,2.30709713254534
"80",13.938448,0.955726167981046
"81",14.044025,0.0869840494039757
"82",14.044179,0.0857168578162146
"83",14.188448,0.118631329747457
"84",14.438448,0.373946769425433
"85",14.563567,0.501725923396741
"86",14.572198,0.510540434615118
"87",14.572287,0.510631326921737
"88",14.688448,0.629262127250542
"89",14.938448,1.03349728787923
"90",15.188448,1.60341528433387
"91",15.352513,1.88772911880974
"92",15.438448,2.03664881140525
"93",15.688448,2.46988233847663
"94",15.938448,2.75419617295249
"95",16.188448,2.35644688620184
"96",16.438448,1.66789787599938
"97",16.544032,1.37709884122651
"98",16.563041,1.32474432868676
"99",16.563159,1.32441933355395
"100",16.602275,1.21668620122163
"101",16.602345,1.21649340749877
"102",16.629571,1.14150766609168
"103",16.629592,1.14144982797482
"104",16.629705,1.14113860382221
"105",16.688448,0.979348865796914
"106",16.938448,0.430121144426427
"107",17.188448,0.576243966740415
"108",17.386463,0.576244089044134
"109",17.438448,0.576244088109243
"110",17.601477,0.576244085177351
"111",17.601635,0.576244085174509
"112",17.688448,0.576244083613275
"113",17.728991,0.576244082884155
"114",17.74074,0.576244082672863
"115",17.938448,0.436922790285331
"116",18.188448,0.00967284571610035
"117",18.438448,0.0628979173731728
"118",18.616713,0.100850676718116
"119",18.643016,0.106450606199786
"120",18.688448,0.116123114895041
"121",18.938448,0.169348312416909
"122",19.188448,0.212900904246243
"123",19.438448,0.212900904246243
"124",19.688448,0.351063172812908
"125",19.938448,0.406244551803854
"126",19.994666,0.394275699858216
"127",20.188448,0.353019358272589
"128",20.305533,0.328091868853794
"129",20.438448,0.299794159872291
"130",20.446586,0.298061573213965
"131",20.688448,0.108406692905328
"132",20.938448,0.0781841728864717
"133",21.188448,0.300118906388719
"134",21.350377,0.443869587387612
"135",21.438448,0.522053644759999
"136",21.688448,0.74398838313128
"137",21.938448,0.887739064130173
"138",22.188448,0.855956240534538
"139",22.438448,0.634021546972486
"140",22.652646,0.534800722588341
"141",22.688448,0.528936298105249
"142",22.938448,0.487985900899143
"143",22.997614,0.478294416094757
"144",22.997786,0.478266242221479
"145",23.02704,0.47347439054201
"146",23.188448,0.478818327288671
"147",23.438448,0.576509421746003
"148",23.688448,0.587178973031054
"149",23.823392,0.625331066192758
"150",23.823417,0.625338134327162
"151",23.938448,0.657860317073221
"152",24.061773,0.692727424089221
"153",24.188448,0.866660730479458
"154",24.438448,2.1994474893458
"155",24.659156,3.36428727732554
"156",24.688448,3.50240634668961
"157",24.938448,4.68121855961517
"158",25.188448,5.72191170317666
"159",25.438448,5.72191170317666
"160",25.688448,5.72191170317666
"161",25.938448,5.72191170317666
"162",26.188448,5.72191170317666
"163",26.438448,5.72191170317666
"164",26.688448,5.72191170317666
"165",26.938448,5.72191170317666
"166",27.188448,5.72191170317666
"167",27.438448,5.72191170317666
"168",27.688448,5.72191170317666
"169",27.938448,5.72191170317666
"170",28.188448,5.72191170317666
"171",28.438448,5.72191170317666
"172",28.688448,4.5977506344033
"173",28.938448,3.16727275429511
"174",28.991982,2.86095594296026
"175",29.188448,1.73679486317367
"176",29.438448,0.306316964618078
"177",29.539196,1.45849083082255e-07
"178",29.688448,1.34835843195325e-07
"179",29.938448,1.16388452394983e-07
"180",30.188448,1.86133519721088
"181",30.438448,3.87197214247497
"182",30.457012,4.02127399948249
"183",30.688448,7.21312571349561
"184",30.938448,8.19186296726139
"185",31.012716,7.74386089071672
"186",31.012824,7.74299229556373
"187",31.012899,7.74238910448523
"188",31.188448,6.33052789600846
"189",31.264341,5.72015482242258
"190",31.318733,5.28270456721481
"191",31.438448,4.43345540347917
"192",31.688448,1.6118668324939
"193",31.883804,1.03913014303234
"194",31.938448,1.15269457876349
"195",32.188448,1.61816425142548
"196",32.438448,2.07826010909579
"197",32.570874,2.07826010909579
