"chr","cm.pos","mb.pos"
"18:820439","18",0,0.820439
"18:1677049","18",1e-07,1.677049
"18:2605873","18",1.11244005379641,2.605873
"18:2796278","18",1.11244015379641,2.796278
"18:3191323","18",1.11244025379641,3.191323
"18:3274394","18",1.11244035379641,3.274394
"18:3276567","18",1.11244045379641,3.276567
"18:8059118","18",16.1797164712248,8.059118
"18:10048538","18",17.4652170718872,10.048538
"18:10048603","18",17.4652171718872,10.048603
"18:10213042","18",17.4652172718872,10.213042
"18:12211959","18",18.5170432396987,12.211959
"18:13082696","18",21.3090544979883,13.082696
"18:13957580","18",25.7661422770371,13.95758
"18:13957626","18",25.7661423770371,13.957626
"18:15630980","18",31.4318287112919,15.63098
"18:16183336","18",32.311824693708,16.183336
"18:16431484","18",32.311824793708,16.431484
"18:16575739","18",32.311824893708,16.575739
"18:16575786","18",32.311824993708,16.575786
"18:17538942","18",38.273842770064,17.538942
"18:17848538","18",38.2738428700639,17.848538
"18:17848686","18",38.2738429700639,17.848686
"18:17874376","18",38.2738430700639,17.874376
"18:18585454","18",46.728883293094,18.585454
"18:18590414","18",46.728883393094,18.590414
"18:18903689","18",52.0419802656971,18.903689
"18:18947117","18",52.0419803656971,18.947117
"18:18947124","18",52.0419804656971,18.947124
"18:18947137","18",52.0419805656971,18.947137
"18:19089744","18",52.0419806656971,19.089744
"18:19114926","18",52.0419807656971,19.114926
"18:19482908","18",52.0419808656971,19.482908
"18:19728936","18",52.0419809656971,19.728936
"18:19729113","18",52.0419810656971,19.729113
"18:19769117","18",52.0419811656971,19.769117
"18:19829425","18",53.7790159982926,19.829425
"18:19829454","18",53.7790160982926,19.829454
"18:19831516","18",53.7790161982926,19.831516
"18:19858255","18",53.7790162982926,19.858255
"18:19858300","18",53.7790163982926,19.8583
"18:20565509","18",53.7790164982926,20.565509
"18:20565637","18",53.7790165982926,20.565637
"18:20774841","18",54.9066756920127,20.774841
