"chr","cm.pos","mb.pos"
"13:2185","13",0,0.002185
"13:411650","13",1e-07,0.41165
"13:745824","13",9.73578589933716,0.745824
"13:869314","13",9.73578599933716,0.869314
"13:1369425","13",9.73578609933716,1.369425
"13:1408339","13",9.73578619933716,1.408339
"13:1408347","13",9.73578629933716,1.408347
"13:1436129","13",9.73578639933716,1.436129
"13:3753373","13",22.9749719694887,3.753373
"13:3903368","13",22.9749720694887,3.903368
"13:3903417","13",22.9749721694887,3.903417
"13:4072903","13",22.9749722694887,4.072903
"13:4146568","13",22.9749723694887,4.146568
"13:4146609","13",22.9749724694887,4.146609
"13:4253850","13",22.9749725694887,4.25385
"13:4329863","13",23.5515291631909,4.329863
"13:4329960","13",23.5515292631909,4.32996
"13:4334960","13",23.5515293631909,4.33496
"13:4545821","13",23.5515294631909,4.545821
"13:5080237","13",23.5515295631909,5.080237
"13:5605562","13",28.2831535293843,5.605562
"13:5619421","13",28.2831536293843,5.619421
"13:5652692","13",29.440505514825,5.652692
"13:5652704","13",29.440505614825,5.652704
"13:6686882","13",30.8322025711359,6.686882
"13:7995957","13",36.3280219496221,7.995957
"13:8008817","13",36.3280220496221,8.008817
"13:8831237","13",39.4616263727294,8.831237
"13:8831382","13",39.4616264727294,8.831382
"13:8928383","13",39.4616265727294,8.928383
"13:8940788","13",39.4616266727294,8.940788
"13:11254312","13",39.4616267727294,11.254312
"13:11254443","13",39.4616268727294,11.254443
"13:11277101","13",39.4616269727294,11.277101
"13:11277276","13",40.037985871857,11.277276
"13:12070509","13",40.037985971857,12.070509
"13:12070656","13",40.037986071857,12.070656
"13:12108048","13",40.037986171857,12.108048
"13:13274617","13",42.3678477270358,13.274617
"13:13274709","13",42.3678478270358,13.274709
"13:14261968","13",45.292895536547,14.261968
"13:14328695","13",45.292895636547,14.328695
"13:14492276","13",45.292895736547,14.492276
"13:14911471","13",45.292895836547,14.911471
"13:14929530","13",45.292895936547,14.92953
"13:15084185","13",45.292896036547,15.084185
"13:15084280","13",45.8693670003118,15.08428
"13:15279500","13",45.8693671003118,15.2795
"13:15316921","13",45.8693672003118,15.316921
"13:15781465","13",47.0254434352682,15.781465
"13:15948523","13",47.0254435352682,15.948523
"13:16819061","13",47.0254436352682,16.819061
"13:16991448","13",47.0254437352682,16.991448
"13:17259300","13",47.600884949124,17.2593
"13:17419600","13",47.600885049124,17.4196
"13:17686720","13",48.75784931172,17.68672
"13:17897789","13",48.75784941172,17.897789
"13:18102519","13",48.75784951172,18.102519
"13:18397928","13",48.75784961172,18.397928
"13:18416450","13",48.75784971172,18.41645
"13:18416526","13",48.75784981172,18.416526
"13:18416637","13",48.75784991172,18.416637
"13:19093113","13",49.4368967402508,19.093113
"13:20350363","13",63.1212741330097,20.350363
"13:20390397","13",63.1212742330097,20.390397
"13:20872365","13",63.1212743330097,20.872365
"13:22948483","13",63.2647928138774,22.948483
"13:23470876","13",63.7503208231483,23.470876
"13:23471043","13",63.7503209231483,23.471043
"13:24355608","13",64.3266235012696,24.355608
"13:25127997","13",64.3266236012696,25.127997
