"chr","cm.pos","mb.pos"
"5:5181378","5",0,5.181378
"5:5314143","5",1e-07,5.314143
"5:5861646","5",1.09626041905956,5.861646
"5:5861800","5",1.09626051905956,5.8618
"5:6173034","5",21.9837188817393,6.173034
"5:6289833","5",21.9837189817393,6.289833
"5:7801186","5",25.7433307705042,7.801186
"5:8166646","5",28.2312898357119,8.166646
"5:8169804","5",28.2312899357119,8.169804
"5:9092077","5",46.3570642929625,9.092077
"5:9128128","5",46.3570643929625,9.128128
"5:9180324","5",46.9338181120152,9.180324
"5:10201947","5",46.9338191912101,10.201947
"5:10210379","5",46.9338192912101,10.210379
"5:10213851","5",46.9338193912101,10.213851
"5:10274097","5",46.9338194912101,10.274097
"5:11513597","5",46.9338195912101,11.513597
"5:11513723","5",46.9338196912101,11.513723
"5:11529827","5",46.9338197912101,11.529827
"5:11793073","5",46.9338198912101,11.793073
"5:12434317","5",46.9338199912101,12.434317
"5:12434460","5",46.9338200912101,12.43446
"5:13130381","5",46.9338201912101,13.130381
"5:13174429","5",65.2048505082264,13.174429
"5:13174529","5",65.2048506082264,13.174529
"5:13174632","5",65.2048507082264,13.174632
"5:14720614","5",69.4042477528006,14.720614
"5:15381878","5",74.0639532898308,15.381878
"5:15984586","5",74.0639533898308,15.984586
"5:16450457","5",74.0639534898308,16.450457
"5:16498437","5",74.0639535898308,16.498437
"5:16731519","5",76.3915979459966,16.731519
"5:17018289","5",76.3915980459966,17.018289
"5:17018329","5",76.3915981459966,17.018329
"5:17018470","5",76.3915982459966,17.01847
"5:17057960","5",76.3915983459966,17.05796
"5:17435107","5",76.3915984459966,17.435107
"5:17435125","5",76.3915985459966,17.435125
"5:17710805","5",77.5479914292646,17.710805
"5:18034526","5",77.5479915292646,18.034526
"5:18074056","5",77.5479916292646,18.074056
"5:18155291","5",77.5479917292646,18.155291
"5:18463338","5",77.5479918292646,18.463338
"5:18702171","5",78.1216287747258,18.702171
"5:18702254","5",78.1216288747258,18.702254
"5:19645121","5",81.0441410495797,19.645121
"5:20248580","5",81.0441411495797,20.24858
"5:20248735","5",81.0441412495797,20.248735
"5:20326270","5",81.0441413495797,20.32627
"5:20375379","5",81.0441414495797,20.375379
"5:21226287","5",81.0441415495797,21.226287
"5:21463384","5",87.6177784540767,21.463384
"5:22402290","5",87.6177785540767,22.40229
"5:22872854","5",87.6177786540767,22.872854
"5:25726107","5",88.773709398018,25.726107
"5:25737217","5",88.773709498018,25.737217
"5:25737878","5",88.773709598018,25.737878
"5:26406540","5",88.773709698018,26.40654
"5:26454461","5",88.773709798018,26.454461
"5:27657122","5",93.4983901508806,27.657122
"5:27692847","5",93.4983902508806,27.692847
"5:28194002","5",94.0761060950065,28.194002
"5:28302772","5",94.0761061950065,28.302772
"5:28302784","5",94.0761062950065,28.302784
"5:28457305","5",94.0761063950065,28.457305
"5:28720995","5",94.0761064950065,28.720995
"5:28941158","5",94.0761065950065,28.941158
"5:28995855","5",94.0761066950065,28.995855
"5:29415299","5",94.0761067950065,29.415299
"5:29542615","5",95.2316447461525,29.542615
"5:30534009","5",96.3931817784628,30.534009
"5:31628482","5",97.5530998469545,31.628482
"5:32183017","5",98.1285996311531,32.183017
"5:33180067","5",101.043900146059,33.180067
"5:33473729","5",101.043900246059,33.473729
"5:33830111","5",101.043900346059,33.830111
"5:35030315","5",106.971241831363,35.030315
"5:35071963","5",106.971241931363,35.071963
"5:35119628","5",106.971242031363,35.119628
"5:35192721","5",106.971242131363,35.192721
"5:35192886","5",106.971242231363,35.192886
"5:35211254","5",106.971242331363,35.211254
"5:35211436","5",106.971242431363,35.211436
"5:36062714","5",106.971242531363,36.062714
"5:36062754","5",106.971242631363,36.062754
"5:37259575","5",109.759790384109,37.259575
"5:37772305","5",110.554783492947,37.772305
"5:37772334","5",110.554783592947,37.772334
