"chr","cm.pos","mb.pos"
"22:1109845","22",0,1.109845
"22:1946220","22",3.88714604802365,1.94622
"22:1946235","22",3.88714614802365,1.946235
"22:1946383","22",3.88714624802365,1.946383
"22:2903645","22",5.91477909312838,2.903645
"22:2975069","22",5.91477919312838,2.975069
"22:4208623","22",5.91477929312838,4.208623
"22:4403079","22",5.91477939312838,4.403079
"22:4886020","22",8.20277583208837,4.88602
"22:5352002","22",13.1582146766027,5.352002
"22:5352064","22",13.1582147766027,5.352064
"22:5352195","22",13.1582148766027,5.352195
"22:5905460","22",13.9309931247253,5.90546
"22:6121988","22",14.5792069585559,6.121988
"22:6127641","22",14.5792072074706,6.127641
"22:8654590","22",15.8960547088557,8.65459
"22:8945293","22",15.8960548088557,8.945293
"22:8945363","22",15.8960549088557,8.945363
"22:9264350","22",15.8960550088557,9.26435
"22:9317330","22",15.8960551088557,9.31733
"22:11258082","22",18.2857590731212,11.258082
"22:12430230","22",19.0601521313108,12.43023
"22:12576328","22",20.5279379790169,12.576328
"22:13015660","22",20.5279380790169,13.01566
"22:13213077","22",22.1847261167548,13.213077
"22:13213219","22",22.1847262167548,13.213219
"22:13213245","22",22.1847263167548,13.213245
"22:13563141","22",23.9224981676523,13.563141
"22:13655612","22",23.9224982676523,13.655612
"22:13747628","22",23.9224983676523,13.747628
"22:14162493","22",23.9224984676523,14.162493
"22:14480185","22",24.498664921249,14.480185
"22:14480314","22",24.498665021249,14.480314
"22:14495048","22",24.498665121249,14.495048
"22:15577783","22",24.498665221249,15.577783
"22:15599364","22",25.3640560139532,15.599364
"22:15933047","22",25.3640561139532,15.933047
"22:16041141","22",26.22917761119,16.041141
"22:16059013","22",26.22917771119,16.059013
"22:16317836","22",26.8060378619342,16.317836
"22:16327458","22",26.8060379619342,16.327458
"22:16332370","22",26.8060380619342,16.33237
"22:16332502","22",26.8060381619342,16.332502
"22:16414418","22",26.8060382619342,16.414418
"22:16530183","22",26.8060383619342,16.530183
"22:16530193","22",26.8060384619342,16.530193
"22:16530352","22",26.8060385619342,16.530352
"22:16646172","22",26.8060386619342,16.646172
"22:16646211","22",26.8060387619342,16.646211
"22:16995447","22",26.8060388619342,16.995447
"22:17120591","22",27.4239720453339,17.120591
"22:17120667","22",27.4239721453339,17.120667
"22:17541768","22",28.0425801555169,17.541768
"22:17577576","22",28.0425802555169,17.577576
"22:17595037","22",28.0425803555169,17.595037
"22:17960819","22",28.0425816083576,17.960819
"22:17965360","22",28.6153203857249,17.96536
"22:17982680","22",28.6153204857249,17.98268
"22:18254439","22",28.6153205857249,18.254439
"22:18352899","22",28.6153206857249,18.352899
"22:18360960","22",28.6153207857249,18.36096
"22:18602850","22",30.3508789642515,18.60285
"22:18669308","22",30.3508790642515,18.669308
"22:18673509","22",30.3508791642515,18.673509
"22:18821727","22",31.8955454020962,18.821727
"22:18821848","22",31.8955455020962,18.821848
"22:19008108","22",32.6641123536947,19.008108
"22:19016513","22",32.6641124536947,19.016513
"22:19024682","22",32.6641125536947,19.024682
"22:19024795","22",32.6641126536947,19.024795
"22:19038873","22",32.6641127536947,19.038873
"22:19125958","22",32.6641128536947,19.125958
"22:19233566","22",32.6641129536947,19.233566
"22:19233703","22",32.6641130536947,19.233703
"22:19238833","22",32.6641131536947,19.238833
"22:19528880","22",32.6641132536947,19.52888
"22:19855454","22",32.6641133536947,19.855454
"22:20035708","22",34.7611035994385,20.035708
"22:20035744","22",34.7611036994385,20.035744
"22:20083615","22",36.155610604736,20.083615
"22:20166498","22",36.155610704736,20.166498
"22:20182262","22",36.155610804736,20.182262
"22:20182382","22",36.155610904736,20.182382
"22:20255274","22",36.155611004736,20.255274
"22:20444135","22",36.155611104736,20.444135
"22:20542683","22",36.155611204736,20.542683
"22:20596197","22",36.155611304736,20.596197
"22:23236134","22",43.5872046211641,23.236134
"22:23518639","22",44.3223318752735,23.518639
"22:23943109","22",44.3223319752735,23.943109
"22:24573127","22",47.1439881089865,24.573127
"22:24871810","22",56.324393270549,24.87181
"22:25938423","22",56.324393370549,25.938423
"22:25941032","22",56.5652253508284,25.941032
"22:26119723","22",57.1697163605297,26.119723
"22:26323880","22",57.1697164605297,26.32388
"22:26350360","22",57.1697165605297,26.35036
"22:26350716","22",57.1697166605298,26.350716
"22:27250757","22",57.1697167605298,27.250757
"22:27335153","22",58.9070384474284,27.335153
"22:27840277","22",58.9070385474284,27.840277
"22:27840293","22",58.9070386474284,27.840293
"22:27884388","22",59.5590460544583,27.884388
"22:27884414","22",59.5590461544583,27.884414
"22:27884551","22",59.5590462544583,27.884551
"22:28102728","22",60.7935685312767,28.102728
"22:28231993","22",60.7935686312767,28.231993
"22:28384899","22",60.7935687312767,28.384899
"22:28754395","22",60.7935688312767,28.754395
"22:28994810","22",60.7935689312767,28.99481
"22:29535559","22",60.7935690312767,29.535559
"22:29673302","22",60.7935691312767,29.673302
"22:29791415","22",60.7935692312767,29.791415
"22:29842126","22",63.8547856639345,29.842126
