"chr","cm.pos","mb.pos"
"11:475582","11",0,0.475582
"11:500996","11",1e-07,0.500996
"11:501086","11",2e-07,0.501086
"11:880268","11",3e-07,0.880268
"11:4136152","11",21.7530806482116,4.136152
"11:4217512","11",21.7530807482116,4.217512
"11:4986576","11",21.7530808482116,4.986576
"11:5356182","11",24.043707481169,5.356182
"11:5356336","11",24.043707581169,5.356336
"11:5999832","11",24.043707681169,5.999832
"11:7905990","11",26.9729401339244,7.90599
"11:8339956","11",26.9729402339244,8.339956
"11:8340165","11",26.9729403339244,8.340165
"11:10753100","11",29.3045224591688,10.7531
"11:11015693","11",29.3045225591688,11.015693
"11:11202225","11",29.8816396673614,11.202225
"11:11459914","11",29.8816397673614,11.459914
"11:11793939","11",29.8816398673614,11.793939
"11:12507389","11",29.8816399673614,12.507389
"11:12815327","11",30.4585772728736,12.815327
"11:12969069","11",30.4585773728736,12.969069
"11:13051000","11",30.4585774728736,13.051
"11:13691702","11",32.5115597632876,13.691702
"11:13874634","11",32.5115598632876,13.874634
"11:13874676","11",32.5115599632876,13.874676
"11:14401373","11",35.1540053876771,14.401373
"11:14410913","11",35.1540054876771,14.410913
"11:14446242","11",35.1540055876771,14.446242
"11:14811790","11",35.7309544806495,14.81179
"11:14811883","11",35.7309545806495,14.811883
"11:15296209","11",36.8882329442828,15.296209
"11:15384673","11",36.8882330442828,15.384673
"11:15384689","11",36.8882331442828,15.384689
"11:16203620","11",38.9909871625716,16.20362
"11:16801473","11",40.3852453607588,16.801473
"11:17099899","11",40.3852454607588,17.099899
"11:17334528","11",40.9618014250733,17.334528
"11:17553429","11",40.9618015250733,17.553429
"11:18106135","11",40.9618016250733,18.106135
"11:18230033","11",40.9618017250733,18.230033
"11:18230177","11",40.9618018250733,18.230177
"11:18759621","11",42.7036011975888,18.759621
"11:19047357","11",42.7036012975888,19.047357
"11:19047468","11",42.7036013975888,19.047468
"11:19047473","11",42.7036014975888,19.047473
"11:19721929","11",42.7036015975888,19.721929
"11:21609636","11",43.6613988344607,21.609636
"11:22748313","11",45.608612326539,22.748313
"11:22761656","11",45.608612426539,22.761656
"11:22834066","11",45.608612526539,22.834066
"11:22834191","11",45.608612626539,22.834191
"11:24304442","11",45.608612726539,24.304442
"11:25216678","11",45.608612826539,25.216678
"11:25216695","11",45.608612926539,25.216695
"11:25226737","11",45.608613026539,25.226737
"11:26651883","11",47.9374017373403,26.651883
"11:26925845","11",47.9374018373403,26.925845
"11:27252372","11",47.9374019373403,27.252372
"11:28434030","11",47.9374020373403,28.43403
"11:28618155","11",47.9374021373403,28.618155
"11:29104333","11",52.6845389291703,29.104333
"11:31601374","11",53.8449601455684,31.601374
"11:32269188","11",53.8449602455684,32.269188
"11:32310872","11",53.8449603455684,32.310872
"11:33959855","11",53.8449604455684,33.959855
"11:33994923","11",53.8449605455684,33.994923
