"chr","cm.pos","mb.pos"
"7:31249","7",0,0.031249
"7:45228","7",1e-07,0.045228
"7:334191","7",8.16138405222845,0.334191
"7:972912","7",8.16138415222845,0.972912
"7:2313926","7",10.9055493447357,2.313926
"7:2339765","7",10.9055494447357,2.339765
"7:2888214","7",10.9055495447357,2.888214
"7:3676975","7",10.9055496447357,3.676975
"7:5378372","7",13.8938252615772,5.378372
"7:6710985","7",21.3107148807039,6.710985
"7:8827636","7",26.1375299678063,8.827636
"7:8840118","7",26.1375300678063,8.840118
"7:10373995","7",28.1741244236005,10.373995
"7:10374166","7",28.1741245236005,10.374166
"7:10710044","7",28.1741246236005,10.710044
"7:11605141","7",28.1741247236005,11.605141
"7:11964003","7",31.1890477544769,11.964003
"7:12167540","7",31.1890478544769,12.16754
"7:12167576","7",31.1890479544769,12.167576
"7:12183648","7",31.1890480544769,12.183648
"7:12803778","7",31.1890481544769,12.803778
"7:13590357","7",31.1890482544769,13.590357
"7:13993724","7",31.1890483544769,13.993724
"7:14696309","7",32.9301110685155,14.696309
"7:15359744","7",32.9301111685155,15.359744
"7:16341015","7",32.9301112685155,16.341015
"7:16341082","7",32.9301113685155,16.341082
"7:16459417","7",32.9301114685155,16.459417
"7:16459472","7",32.9301115685155,16.459472
"7:16807661","7",34.0867438604277,16.807661
"7:17762521","7",34.0867439604277,17.762521
"7:17891637","7",34.0867440604277,17.891637
"7:17891661","7",34.0867441604277,17.891661
"7:17891793","7",34.0867442604277,17.891793
"7:17906647","7",34.6632966580612,17.906647
"7:17906704","7",34.6632967580612,17.906704
"7:18352242","7",34.6632968580612,18.352242
"7:18352346","7",34.6632969580612,18.352346
"7:18361131","7",34.6632970580612,18.361131
"7:18361160","7",34.6632971580612,18.36116
"7:20037399","7",36.4118259641218,20.037399
"7:20926297","7",38.15919965147,20.926297
"7:20926384","7",38.15919975147,20.926384
"7:20926466","7",38.15919985147,20.926466
"7:21498806","7",38.7718714555047,21.498806
"7:23276457","7",40.4374340716145,23.276457
"7:23937258","7",46.3024422180335,23.937258
"7:23937319","7",46.3024423180335,23.937319
"7:24194127","7",46.3024424180336,24.194127
"7:24548591","7",46.3024425180336,24.548591
"7:25099674","7",48.4706667909381,25.099674
"7:25176130","7",48.4706671434602,25.17613
"7:25186999","7",48.4706672434602,25.186999
"7:25436626","7",50.7964202015278,25.436626
"7:26157212","7",50.7964203015278,26.157212
"7:26157345","7",50.7964204015278,26.157345
"7:26157355","7",50.7964205015278,26.157355
"7:26162771","7",50.7964206015278,26.162771
"7:26162909","7",50.7964207015278,26.162909
"7:27441593","7",50.7964208015278,27.441593
"7:27549685","7",51.551929824039,27.549685
"7:28406675","7",54.1220139818355,28.406675
"7:28423254","7",54.1220140818355,28.423254
"7:28455835","7",54.1220141818355,28.455835
"7:29018970","7",54.1220142818355,29.01897
"7:29078141","7",54.1220143818355,29.078141
"7:29556300","7",54.6982591447091,29.5563
"7:29673161","7",54.6982592447091,29.673161
"7:30563262","7",55.2739045743572,30.563262
"7:31219513","7",58.1933443024172,31.219513
"7:31916669","7",58.1933444024172,31.916669
"7:31916754","7",58.1933445024172,31.916754
"7:32121215","7",58.1933446024172,32.121215
"7:32131655","7",58.1933447024172,32.131655
"7:32633950","7",58.8538613699194,32.63395
"7:32813138","7",58.8538614699194,32.813138
"7:33904886","7",62.5598945871711,33.904886
"7:34910335","7",64.0649621462988,34.910335
"7:35227837","7",64.6417745740396,35.227837
"7:35228045","7",64.6417746740396,35.228045
"7:35766551","7",64.6417747740396,35.766551
"7:36187758","7",65.2180962721091,36.187758
"7:36187889","7",65.2180963721091,36.187889
"7:36210230","7",65.2180964721091,36.21023
"7:36290516","7",65.2180965721091,36.290516
"7:36316111","7",65.2180966721091,36.316111
"7:36316298","7",65.2180967721091,36.316298
"7:36490261","7",65.2180968721091,36.490261
"7:36514344","7",65.2180969721091,36.514344
"7:36514462","7",65.2180970721091,36.514462
"7:36514496","7",65.2180971721091,36.514496
"7:36710995","7",66.8275967524029,36.710995
"7:36711022","7",66.8275968524029,36.711022
"7:36809701","7",67.6267154618305,36.809701
"7:37668211","7",67.6267155618305,37.668211
"7:37679544","7",68.1538166610192,37.679544
